Text;TEI type;ADJ;ADVB;INTJ;NOUN;PREP;VERB
«да куда ж он делся-то, господи?»;setting;0.0;0.0;0.0;0.18181818181818185;0.0;0.09090909090909093
«дома, что ли-ча, лазарь?»;setting;0.0;0.0;0.0;0.2;0.0;0.0
автор опять испуганно высовывается, но быстро исчезает, как будто его оттянул кто-то за фалды;mixed;0.0;0.16666666666666666;0.0;0.1111111111111111;0.05555555555555555;0.16666666666666666
автор хочет соединить руки коломбины и пьеро. но внезапно все декорации взвиваются и улетают вверх. маски разбегаются. автор оказывается склоненным над одним только пьеро, который беспомощно лежит на пустой сцене в белом балахоне своем с красными пуговицами. заметив свое положение, автор убегает стремительно;setting;0.14285714285714285;0.08163265306122447;0.0;0.2857142857142857;0.08163265306122447;0.16326530612244894
аграфена кондратьевна и липочка (разряженная;modifier;0.0;0.0;0.0;0.5;0.0;0.0
аграфена кондратьевна и устинья наумовна;modifier;0.0;0.0;0.0;0.8;0.0;0.0
"аграфена кондратьевна с водкой; тишка вносит закуску и уходит";setting;0.0;0.0;0.0;0.5;0.1;0.2
аграфена кондратьевна уходит;exit;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
аграфена кондратьевна уходит с олимпиадой самсоновной;exit;0.0;0.0;0.0;0.6666666666666666;0.16666666666666666;0.16666666666666666
анна андреевна и марья антоновна;modifier;0.0;0.0;0.0;0.8;0.0;0.0
анна андреевна и марья антоновна вбегают на сцену;entrance;0.0;0.0;0.0;0.625;0.125;0.125
анна андреевна, марья антоновна стоят у окна в тех же самых положениях;setting;0.15384615384615385;0.0;0.0;0.4615384615384616;0.15384615384615385;0.07692307692307693
арлекин выступает из хора, как корифей;business;0.0;0.0;0.0;0.42857142857142855;0.14285714285714285;0.14285714285714285
"астров и соня уходят в дом; мария васильевна и телегин остаются возле стола; елена андреевна и войницкий идут к террасе";mixed;0.09090909090909093;0.045454545454545456;0.0;0.4090909090909091;0.09090909090909093;0.13636363636363635
астров пьет водку;business;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
астрову;delivery;0.0;0.0;0.0;1.0;0.0;0.0
бал. маски кружатся под тихие звуки танца. среди них прогуливаются другие маски, рыцари, дамы, паяцы. грустный пьеро сидит среди сцены на той скамье, где обыкновенно целуются венера и тангейзер;setting;0.1111111111111111;0.05555555555555555;0.0;0.3611111111111111;0.1111111111111111;0.1111111111111111
бегает за ней;business;0.0;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333
бежит вперед;business;0.0;0.5;0.0;0.0;0.0;0.5
бежит и кричит в дверь;delivery;0.0;0.0;0.0;0.2;0.2;0.4
берет бокал;business;0.0;0.0;0.0;0.5;0.0;0.5
берет вместо шляпы футляр;business;0.0;0.0;0.0;0.5;0.25;0.25
берет войницкого под руку;business;0.25;0.0;0.0;0.25;0.25;0.25
берет газету;business;0.0;0.0;0.0;0.5;0.0;0.5
берет его за руку;business;0.0;0.0;0.0;0.25;0.25;0.25
берет его под руку и идет вместе;business;0.0;0.14285714285714285;0.0;0.14285714285714285;0.14285714285714285;0.2857142857142857
берет его под руку и отводит в сторону;business;0.0;0.0;0.0;0.25;0.25;0.25
берет ее за руку;business;0.0;0.0;0.0;0.25;0.25;0.25
берет ее за руку, оглядывается;business;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.3333333333333333
берет ее за талию;business;0.0;0.0;0.0;0.25;0.25;0.25
берет и рассматривает ассигнации;business;0.0;0.0;0.0;0.25;0.0;0.5
берет липочку насильно за руку и лазаря;business;0.0;0.14285714285714285;0.0;0.42857142857142855;0.14285714285714285;0.14285714285714285
берет письмо;business;0.0;0.0;0.0;0.5;0.0;0.5
берет с его стола карандаш и быстро прячет;business;0.0;0.125;0.0;0.25;0.125;0.25
берет чернильницу, идет к шкапу и наливает чернил;business;0.0;0.0;0.0;0.3333333333333333;0.1111111111111111;0.3333333333333333
бобчинский выставляет голову в дверь;business;0.2;0.0;0.0;0.4;0.2;0.2
бобчинский и добчинский проталкиваются;business;0.25;0.0;0.0;0.25;0.0;0.25
бодрится;business;0.0;0.0;0.0;0.0;0.0;1.0
бодрится и выпрямливается;business;0.0;0.0;0.0;0.0;0.0;0.6666666666666666
большов и подхалюзин;modifier;0.0;0.0;0.0;0.6666666666666666;0.0;0.0
большов и рисположенский;modifier;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0
большов хохочет. устинья наумовна отходит с липочкой на другую сторону сцены. устинья наумовна рассматривает ее платье;business;0.05555555555555555;0.0;0.0;0.5;0.1111111111111111;0.16666666666666666
бормочет вполголоса, пробегая скоро глазами;delivery;0.0;0.3333333333333333;0.0;0.16666666666666666;0.0;0.16666666666666666
бросается на колени;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
бросая коробку;business;0.0;0.0;0.0;0.5;0.0;0.0
будируя;delivery;0.0;0.0;0.0;0.0;0.0;0.0
быстро подходит к войницкому;business;0.25;0.25;0.0;0.0;0.25;0.25
"быстро уходит; телегин идет за ним";exit;0.0;0.14285714285714285;0.0;0.14285714285714285;0.14285714285714285;0.2857142857142857
быстрым, отрывистым голосом;delivery;0.5;0.0;0.0;0.25;0.0;0.0
бьет револьвером об пол и в изнеможении садится на стул;business;0.0;0.0;0.0;0.4;0.3;0.2
бьет рукою по ковру;business;0.0;0.0;0.0;0.5;0.25;0.25
бьет себя по лбу;business;0.0;0.0;0.0;0.25;0.25;0.25
в доме подхалюзина богато меблированная гостиная;setting;0.3333333333333333;0.16666666666666666;0.0;0.3333333333333333;0.16666666666666666;0.0
в исступлении;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в недоумении;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в недоумении расставляет руки;business;0.0;0.0;0.0;0.5;0.25;0.25
в неподдельном ужасе;delivery;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
в окно;location;0.0;0.0;0.0;0.5;0.5;0.0
в окно;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в окно высовываются руки с просьбами;setting;0.0;0.0;0.0;0.5;0.3333333333333333;0.16666666666666666
в отчаянии;business;0.0;0.0;0.0;0.5;0.5;0.0
в отчаянии;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в раздумье;business;0.0;0.0;0.0;0.5;0.5;0.0
в раздумье;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в размышлении;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в саду стучит сторож;setting;0.0;0.0;0.0;0.5;0.25;0.25
в сердцах;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в сильном волнении;delivery;0.3333333333333333;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
в сильном волнении уходит;exit;0.25;0.0;0.0;0.25;0.25;0.25
в сильном смущении отходит к окну;business;0.16666666666666666;0.0;0.0;0.3333333333333333;0.3333333333333333;0.16666666666666666
в смущении;business;0.0;0.0;0.0;0.5;0.5;0.0
в сторону;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в сторону, с лицом, принимающим ироническое выражение;delivery;0.1111111111111111;0.0;0.0;0.3333333333333333;0.2222222222222222;0.0
в страхе;delivery;0.0;0.0;0.0;0.5;0.5;0.0
в это время слышны шаги и откашливание в комнате хлестакова. все спешат наперерыв к дверям, толпятся и стараются выйти, что происходит не без того, чтобы не притиснули кое-кого;mixed;0.1176470588235294;0.029411764705882356;0.0;0.17647058823529413;0.1176470588235294;0.17647058823529413
в эту минуту одному из паяцов пришло в голову выкинуть штуку он подбегает к влюбленному и показывает ему длинный язык влюбленный бьет с размаху паяца по голове тяжким деревянным мечом. паяц перегнулся через рампу и повис. из головы его брыжжет струя клюквенного сока;business;0.15555555555555556;0.0;0.0;0.2888888888888889;0.17777777777777778;0.15555555555555556
вбегает, пошатываясь от испуга;entrance;0.0;0.0;0.0;0.2;0.2;0.2
вдруг и отрывисто;delivery;0.0;0.6666666666666666;0.0;0.0;0.0;0.0
ведет его вместе с соней;business;0.0;0.2;0.0;0.2;0.2;0.2
вернувшись;business;0.0;0.0;0.0;0.0;0.0;0.0
вертит рукою около лба;business;0.0;0.0;0.0;0.5;0.25;0.25
взволнованная, мужу;delivery;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
вздохнув;delivery;0.0;0.0;0.0;0.0;0.0;0.0
вздыхает;delivery;0.0;0.0;0.0;0.0;0.0;1.0
вздыхает;business;0.0;0.0;0.0;0.0;0.0;1.0
вместо шляпы хочет надеть бумажный футляр;business;0.16666666666666666;0.0;0.0;0.3333333333333333;0.16666666666666666;0.3333333333333333
внезапно застыдившись своего неожиданного появления, прячется обратно за занавес;exit;0.2;0.2;0.0;0.2;0.1;0.1
во время чтения;delivery;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0
возвращается и, отворивши дверь, кричит вслед ему;business;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.2222222222222222
возвращается с подносом, на котором рюмка водки и кусочек хлеба;business;0.09090909090909093;0.0;0.0;0.4545454545454545;0.18181818181818185;0.09090909090909093
возвращается, ставит свечу на стол;mixed;0.0;0.0;0.0;0.3333333333333333;0.16666666666666666;0.3333333333333333
возвращаясь;business;0.0;0.0;0.0;0.0;0.0;0.0
войницкий, соня (сидят) и елена андреевна (ходит по сцене, о чем-то думая;setting;0.05263157894736842;0.0;0.0;0.21052631578947367;0.10526315789473684;0.10526315789473684
войницкому;delivery;1.0;0.0;0.0;0.0;0.0;0.0
волнуясь;delivery;0.0;0.0;0.0;0.0;0.0;0.0
ворочая листы;delivery;0.0;0.0;0.0;0.5;0.0;0.0
вошед;entrance;0.0;0.0;0.0;1.0;0.0;0.0
все молчат. большов пьет;business;0.2;0.0;0.0;0.2;0.0;0.4
все обступают их;business;0.3333333333333333;0.0;0.0;0.0;0.0;0.3333333333333333
все приступают к нему;business;0.25;0.0;0.0;0.0;0.25;0.25
все усаживаются вокруг обоих петров ивановичей;business;0.16666666666666666;0.16666666666666666;0.0;0.3333333333333333;0.0;0.16666666666666666
все уходят;exit;0.5;0.0;0.0;0.0;0.0;0.5
все хохочут;business;0.5;0.0;0.0;0.0;0.0;0.5
вскакивает со стула;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
вскрикивает, подпрыгивает от радости;business;0.0;0.0;0.0;0.2;0.2;0.4
вслух;delivery;0.0;1.0;0.0;0.0;0.0;0.0
вслух, вытянувшись и придерживая рукою шпагу;business;0.0;0.14285714285714285;0.0;0.2857142857142857;0.0;0.0
всматривается в окно и вскрикивает;business;0.0;0.0;0.0;0.2;0.2;0.4
вставая;business;0.0;0.0;0.0;0.0;0.0;0.0
встает;business;0.0;0.0;0.0;0.0;0.0;1.0
встает в негодовании;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
встает и охорашивается перед зеркалом;business;0.0;0.0;0.0;0.2;0.2;0.4
встает, вытягивается и придерживает шпагу;business;0.0;0.0;0.0;0.16666666666666666;0.0;0.5
встают и уходят все, кроме липочки, подхалюзина и аграфены кондратьевны;exit;0.08333333333333333;0.0;0.0;0.3333333333333333;0.08333333333333333;0.16666666666666666
вся сцена происходит вполголоса;delivery;0.25;0.25;0.0;0.25;0.0;0.25
второй мистик поднимает свечу. совершенно неожиданно и непонятно откуда, появляется у стола необыкновенно красивая девушка с простым и тихим лицом матовой белизны. она в белом. равнодушен взор спокойных глаз. за плечами лежит заплетенная коса. девушка стоит неподвижно. восторженный пьеро молитвенно опускается на колени. заметно, что слезы душат его. все для него — неизреченно. мистики в ужасе откинулись на спинки стульев. у одного беспомощно болтается нога. другой производит странные движения рукой. третий выкатил глаза. через некоторое время очнувшись, громко шепчут:;mixed;0.15625;0.10416666666666667;0.0;0.25;0.10416666666666667;0.11458333333333333
второй наклоняется и что-то шепчет на ухо первому;business;0.1;0.0;0.0;0.2;0.1;0.2
входит;entrance;0.0;0.0;0.0;0.0;0.0;1.0
"входит астров в сюртуке, без жилета и без галстука; он навеселе; за ним телегин с гитарой";entrance;0.05263157894736842;0.05263157894736842;0.0;0.2631578947368421;0.2631578947368421;0.05263157894736842
входит большов;entrance;0.0;0.0;0.0;0.5;0.0;0.5
входит в боковую комнату, за ним городничий;exit;0.125;0.0;0.0;0.25;0.25;0.125
входит войницкий;entrance;0.5;0.0;0.0;0.0;0.0;0.5
входит войницкий в халате и со свечой;entrance;0.14285714285714285;0.0;0.0;0.2857142857142857;0.2857142857142857;0.14285714285714285
входит елена андреевна;entrance;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
"входит и садится на кресло; несколько времени смотрит по углам и зевает";business;0.0;0.07692307692307693;0.0;0.2307692307692308;0.15384615384615385;0.3076923076923077
входит марина со свечой;entrance;0.0;0.0;0.0;0.5;0.25;0.25
входит мария васильевна;entrance;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
входит на цыпочках;entrance;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
входит работник;entrance;0.0;0.0;0.0;0.5;0.0;0.5
входит с картограммой;entrance;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
входит со штофом;entrance;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
входит соня;entrance;0.0;0.0;0.0;0.5;0.0;0.5
входит тишка;entrance;0.0;0.0;0.0;0.5;0.0;0.5
входит тишка с трубкой;entrance;0.0;0.0;0.0;0.5;0.25;0.25
входя;entrance;0.0;0.0;0.0;0.0;0.0;0.0
входя и останавливаясь, про себя;mixed;0.0;0.0;0.0;0.0;0.16666666666666666;0.0
входят осторожно, почти на цыпочках: аммос федорович, артемий филиппович , почтмейстер, лука лукич, добчинский и бобчинский, в полном параде и мундирах;entrance;0.07407407407407407;0.07407407407407407;0.0;0.4074074074074074;0.07407407407407407;0.037037037037037035
входят серебряков, войницкий, мария васильевна с книгой, телегин и соня;entrance;0.07692307692307693;0.0;0.0;0.4615384615384616;0.07692307692307693;0.07692307692307693
входят серебряков, соня, телегин и марина;entrance;0.0;0.0;0.0;0.5;0.0;0.125
входят со двора войницкий и астров;entrance;0.3333333333333333;0.0;0.0;0.16666666666666666;0.16666666666666666;0.16666666666666666
"входят соня и елена андреевна ; немного погодя входит мария васильевна с книгой; она садится и читает; ей дают чаю, и она пьет не глядя";mixed;0.0;0.07142857142857142;0.0;0.25;0.03571428571428571;0.21428571428571427
выглядывает в дверь и в испуге прячется;business;0.0;0.0;0.0;0.2857142857142857;0.2857142857142857;0.2857142857142857
выглядывает из дверей;entrance;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
выглянул из дверей, произнесши: «сейчас»;business;0.0;0.1111111111111111;0.0;0.1111111111111111;0.1111111111111111;0.1111111111111111
вынимает;business;0.0;0.0;0.0;0.0;0.0;1.0
вынимает бумажник и дает ей ассигнацию;business;0.0;0.0;0.0;0.3333333333333333;0.0;0.3333333333333333
вынимает и подает, дрожа, ассигнации;business;0.0;0.0;0.0;0.14285714285714285;0.0;0.2857142857142857
вынимает и считает;business;0.0;0.0;0.0;0.0;0.0;0.6666666666666666
вынимает из бумажника;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
вынимают деньги;business;0.0;0.0;0.0;0.5;0.0;0.5
вынимая из кармана и подавая;business;0.0;0.0;0.0;0.2;0.2;0.0
выпивает рюмку;business;0.0;0.0;0.0;0.5;0.0;0.5
выпровожает их;business;0.0;0.0;0.0;0.0;0.0;0.5
выпровожает старуху;business;0.0;0.0;0.0;0.5;0.0;0.5
высовывая понемногу вперед сжатый кулак. в сторону;business;0.125;0.25;0.0;0.25;0.125;0.0
высунувшаяся из-за занавеса рука хватает автора за шиворот. он с криком исчезает за кулисой. занавес быстро раздергивается;exit;0.0;0.047619047619047616;0.0;0.3333333333333333;0.2380952380952381;0.14285714285714285
вытирает ему платком слезы;business;0.0;0.0;0.0;0.5;0.0;0.25
вытирает рот салфеткой;business;0.0;0.0;0.0;0.6666666666666666;0.0;0.3333333333333333
вытирая лицо;business;0.0;0.0;0.0;0.5;0.0;0.0
вытягиваясь и представляя лакея):;business;0.0;0.0;0.0;0.2;0.0;0.0
вытягиваясь и придерживая шпагу;business;0.0;0.0;0.0;0.25;0.0;0.0
вытягиваясь не без трепета и придерживая шпагу;business;0.0;0.0;0.0;0.2857142857142857;0.14285714285714285;0.0
вытянувшись и дрожа всем телом;business;0.2;0.0;0.0;0.2;0.0;0.0
выхватываются несколько восклицаний: «ай, ай!» – наконец все выпираются, и комната остается пуста;business;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.0;0.16666666666666666
выходит и говорит за сценой;exit;0.0;0.0;0.0;0.2;0.2;0.4
"выходит из дому; он выспался после завтрака и имеет помятый вид; садится на скамью, поправляет свой щегольской галстук";entrance;0.14285714285714285;0.0;0.0;0.2380952380952381;0.14285714285714285;0.2380952380952381
выходят;exit;0.0;0.0;0.0;0.0;0.0;1.0
вяло;delivery;0.0;1.0;0.0;0.0;0.0;0.0
гладит ее по голове;business;0.0;0.0;0.0;0.25;0.25;0.25
глядит в окно;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.3333333333333333
глядит ей в глаза и грозит пальцем;business;0.0;0.0;0.0;0.2857142857142857;0.14285714285714285;0.2857142857142857
глядя в глаза ему, говорит про себя;business;0.0;0.0;0.0;0.125;0.25;0.125
глядя в окно;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
глядя на дверь;business;0.0;0.0;0.0;0.3333333333333333;0.3333333333333333;0.0
глядя на среднюю дверь, с сердцем;delivery;0.14285714285714285;0.0;0.0;0.2857142857142857;0.2857142857142857;0.0
гневно;delivery;0.0;1.0;0.0;0.0;0.0;0.0
говорит скоро;delivery;0.0;0.5;0.0;0.0;0.0;0.5
говорит сталверху нечто на ухо, сталверх выходит, а кий потом;mixed;0.0;0.08333333333333333;0.0;0.3333333333333333;0.08333333333333333;0.16666666666666666
голос фоминишны за сценой: «тишка, а тишка! долго ль мне кричать-то?»;setting;0.05555555555555555;0.05555555555555555;0.0;0.2222222222222222;0.05555555555555555;0.05555555555555555
голосом вовсе не решительным и не громким, очень близким к просьбе;delivery;0.16666666666666666;0.16666666666666666;0.0;0.25;0.08333333333333333;0.0
голосом, еще неуспокоившимся;delivery;0.0;0.0;0.0;0.25;0.0;0.0
городничему;delivery;0.0;0.0;0.0;1.0;0.0;0.0
городничий и все садятся;business;0.25;0.0;0.0;0.25;0.0;0.25
городничий и добчинский садятся. бобчинский выглядывает в дверь и прислушивается;business;0.09090909090909093;0.0;0.0;0.2727272727272727;0.09090909090909093;0.2727272727272727
городничий и прочие с робостью встают с своих стульев;business;0.2222222222222222;0.0;0.0;0.3333333333333333;0.2222222222222222;0.1111111111111111
городничий и прочие трясутся от страха. хлестаков горячится сильнее;business;0.2;0.0;0.0;0.3;0.1;0.2
"городничий посередине в виде столба, с распростертыми руками и закинутою назад головою. по правую сторону его жена и дочь с устремившимся к нему движеньем всего тела; за ними почтмейстер, превратившийся в вопросительный знак, обращенный к зрителям; за ним лука лукич, потерявшийся самым невинным образом; за ним, у самого края сцены, три дамы, гостьи, прислонившиеся одна к другой с самым сатирическим выраженьем лица, относящимся прямо к семейству городничего. по левую сторону городничего: земляника, наклонивший голову несколько набок, как будто к чему-то прислушивающийся; за ним судья с растопыренными руками, присевший почти до земли и сделавший движенье губами, как бы хотел посвистать или произнесть: «вот тебе, бабушка, и юрьев день!» за ним коробкин, обратившийся к зрителям с прищуренным глазом и едким намеком на городничего; за ним, у самого края сцены, бобчинский и добчинский с устремившимися движеньями рук друг к другу, разинутыми ртами и выпученными друг на друга глазами. прочие гости остаются просто столбами. почти полторы минуты окаменевшая группа сохраняет такое положение. занавес опускается";setting;0.07692307692307693;0.04102564102564103;0.0;0.3025641025641025;0.14358974358974358;0.02564102564102564
